,harmonised_code,teryt,teryt_woj,teryt_pow,nuts3_code,nuts_0,nuts_1,nuts_2,nuts_3,pow_name,pow_prefix,woj_name,woj_prefix,nuts_1_name,nuts_1_prefix,nuts_2_name,nuts_2_prefix,nuts3_name,nuts_3_prefix
171,T_1434,T_1434,14,34,PL912,PL,9,1,2,wołomiński,powiat,mazowieckie,województwo,województwo mazowieckie,makroregion,warszawski stołeczny,region,warszawski wschodni,podregion
172,T_1411,T_1411,14,11,PL924,PL,9,2,4,makowski,powiat,mazowieckie,województwo,województwo mazowieckie,makroregion,mazowiecki regionalny,region,ostrołęcki,podregion
173,T_1415,T_1415,14,15,PL924,PL,9,2,4,ostrołęcki,powiat,mazowieckie,województwo,województwo mazowieckie,makroregion,mazowiecki regionalny,region,ostrołęcki,podregion
174,T_1416,T_1416,14,16,PL924,PL,9,2,4,ostrowski,powiat,mazowieckie,województwo,województwo mazowieckie,makroregion,mazowiecki regionalny,region,ostrołęcki,podregion
175,T_1422,T_1422,14,22,PL924,PL,9,2,4,przasnyski,powiat,mazowieckie,województwo,województwo mazowieckie,makroregion,mazowiecki regionalny,region,ostrołęcki,podregion
176,T_1435,T_1435,14,35,PL924,PL,9,2,4,wyszkowski,powiat,mazowieckie,województwo,województwo mazowieckie,makroregion,mazowiecki regionalny,region,ostrołęcki,podregion
177,T_1461,T_1461,14,61,PL924,PL,9,2,4,Ostrołęka,powiat m.,mazowieckie,województwo,województwo mazowieckie,makroregion,mazowiecki regionalny,region,ostrołęcki,podregion
178,T_1465,T_1465,14,65,PL911,PL,9,1,1,Warszawa,powiat m. st.,mazowieckie,województwo,województwo mazowieckie,makroregion,warszawski stołeczny,region,miasto warszawa,podregion
179,T_1601,T_1601,16,1,PL523,PL,5,2,3,brzeski,powiat,opolskie,województwo,południowo-zachodni,makroregion,opolskie,region,nyski,podregion
180,T_1602,T_1602,16,2,PL523,PL,5,2,3,głubczycki,powiat,opolskie,województwo,południowo-zachodni,makroregion,opolskie,region,nyski,podregion
181,T_1606,T_1606,16,6,PL523,PL,5,2,3,namysłowski,powiat,opolskie,województwo,południowo-zachodni,makroregion,opolskie,region,nyski,podregion
182,T_1607,T_1607,16,7,PL523,PL,5,2,3,nyski,powiat,opolskie,województwo,południowo-zachodni,makroregion,opolskie,region,nyski,podregion
183,T_1610,T_1610,16,10,PL523,PL,5,2,3,prudnicki,powiat,opolskie,województwo,południowo-zachodni,makroregion,opolskie,region,nyski,podregion
184,T_1603,T_1603,16,3,PL524,PL,5,2,4,kędzierzyńsko-kozielski,powiat,opolskie,województwo,południowo-zachodni,makroregion,opolskie,region,opolski,podregion
185,T_1604,T_1604,16,4,PL524,PL,5,2,4,kluczborski,powiat,opolskie,województwo,południowo-zachodni,makroregion,opolskie,region,opolski,podregion
186,T_1605,T_1605,16,5,PL524,PL,5,2,4,krapkowicki,powiat,opolskie,województwo,południowo-zachodni,makroregion,opolskie,region,opolski,podregion
187,T_1608,T_1608,16,8,PL524,PL,5,2,4,oleski,powiat,opolskie,województwo,południowo-zachodni,makroregion,opolskie,region,opolski,podregion
188,T_1609,T_1609,16,9,PL524,PL,5,2,4,opolski,powiat,opolskie,województwo,południowo-zachodni,makroregion,opolskie,region,opolski,podregion
189,T_1611,T_1611,16,11,PL524,PL,5,2,4,strzelecki,powiat,opolskie,województwo,południowo-zachodni,makroregion,opolskie,region,opolski,podregion
190,T_1661,T_1661,16,61,PL524,PL,5,2,4,Opole,powiat m.,opolskie,województwo,południowo-zachodni,makroregion,opolskie,region,opolski,podregion
191,T_1801,T_1801,18,1,PL821,PL,8,2,1,bieszczadzki,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,krośnieński,podregion
192,T_1802,T_1802,18,2,PL821,PL,8,2,1,brzozowski,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,krośnieński,podregion
193,T_1805,T_1805,18,5,PL821,PL,8,2,1,jasielski,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,krośnieński,podregion
194,T_1807,T_1807,18,7,PL821,PL,8,2,1,krośnieński,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,krośnieński,podregion
195,T_1817,T_1817,18,17,PL821,PL,8,2,1,sanocki,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,krośnieński,podregion
196,T_1821,T_1821,18,21,PL821,PL,8,2,1,leski,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,krośnieński,podregion
197,T_1861,T_1861,18,61,PL821,PL,8,2,1,Krosno,powiat m.,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,krośnieński,podregion
198,T_1803,T_1803,18,3,PL824,PL,8,2,4,dębicki,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,tarnobrzeski,podregion
199,T_1808,T_1808,18,8,PL824,PL,8,2,4,leżajski,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,tarnobrzeski,podregion
200,T_1811,T_1811,18,11,PL824,PL,8,2,4,mielecki,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,tarnobrzeski,podregion
201,T_1812,T_1812,18,12,PL824,PL,8,2,4,niżański,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,tarnobrzeski,podregion
202,T_1818,T_1818,18,18,PL824,PL,8,2,4,stalowowolski,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,tarnobrzeski,podregion
203,T_1820,T_1820,18,20,PL824,PL,8,2,4,tarnobrzeski,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,tarnobrzeski,podregion
204,T_1864,T_1864,18,64,PL824,PL,8,2,4,Tarnobrzeg,powiat m.,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,tarnobrzeski,podregion
205,T_1804,T_1804,18,4,PL822,PL,8,2,2,jarosławski,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,przemyski,podregion
206,T_1809,T_1809,18,9,PL822,PL,8,2,2,lubaczowski,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,przemyski,podregion
207,T_1813,T_1813,18,13,PL822,PL,8,2,2,przemyski,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,przemyski,podregion
208,T_1814,T_1814,18,14,PL822,PL,8,2,2,przeworski,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,przemyski,podregion
209,T_1862,T_1862,18,62,PL822,PL,8,2,2,Przemyśl,powiat m.,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,przemyski,podregion
210,T_1806,T_1806,18,6,PL823,PL,8,2,3,kolbuszowski,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,rzeszowski,podregion
211,T_1810,T_1810,18,10,PL823,PL,8,2,3,łańcucki,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,rzeszowski,podregion
212,T_1815,T_1815,18,15,PL823,PL,8,2,3,ropczycko-sędziszowski,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,rzeszowski,podregion
213,T_1816,T_1816,18,16,PL823,PL,8,2,3,rzeszowski,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,rzeszowski,podregion
214,T_1819,T_1819,18,19,PL823,PL,8,2,3,strzyżowski,powiat,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,rzeszowski,podregion
215,T_1863,T_1863,18,63,PL823,PL,8,2,3,Rzeszów,powiat m.,podkarpackie,województwo,wschodni,makroregion,podkarpackie,region,rzeszowski,podregion
216,T_2001,T_2001,20,1,PL843,PL,8,4,3,augustowski,powiat,podlaskie,województwo,wschodni,makroregion,podlaskie,region,suwalski,podregion
217,T_2004,T_2004,20,4,PL843,PL,8,4,3,grajewski,powiat,podlaskie,województwo,wschodni,makroregion,podlaskie,region,suwalski,podregion
218,T_2008,T_2008,20,8,PL843,PL,8,4,3,moniecki,powiat,podlaskie,województwo,wschodni,makroregion,podlaskie,region,suwalski,podregion
219,T_2009,T_2009,20,9,PL843,PL,8,4,3,sejneński,powiat,podlaskie,województwo,wschodni,makroregion,podlaskie,region,suwalski,podregion
220,T_2012,T_2012,20,12,PL843,PL,8,4,3,suwalski,powiat,podlaskie,województwo,wschodni,makroregion,podlaskie,region,suwalski,podregion
221,T_2063,T_2063,20,63,PL843,PL,8,4,3,Suwałki,powiat m.,podlaskie,województwo,wschodni,makroregion,podlaskie,region,suwalski,podregion
222,T_2002,T_2002,20,2,PL841,PL,8,4,1,białostocki,powiat,podlaskie,województwo,wschodni,makroregion,podlaskie,region,białostocki,podregion
223,T_2011,T_2011,20,11,PL841,PL,8,4,1,sokólski,powiat,podlaskie,województwo,wschodni,makroregion,podlaskie,region,białostocki,podregion
224,T_2061,T_2061,20,61,PL841,PL,8,4,1,Białystok,powiat m.,podlaskie,województwo,wschodni,makroregion,podlaskie,region,białostocki,podregion
225,T_2003,T_2003,20,3,PL842,PL,8,4,2,bielski,powiat,podlaskie,województwo,wschodni,makroregion,podlaskie,region,łomżyński,podregion
226,T_2005,T_2005,20,5,PL842,PL,8,4,2,hajnowski,powiat,podlaskie,województwo,wschodni,makroregion,podlaskie,region,łomżyński,podregion
227,T_2006,T_2006,20,6,PL842,PL,8,4,2,kolneński,powiat,podlaskie,województwo,wschodni,makroregion,podlaskie,region,łomżyński,podregion
228,T_2007,T_2007,20,7,PL842,PL,8,4,2,łomżyński,powiat,podlaskie,województwo,wschodni,makroregion,podlaskie,region,łomżyński,podregion
229,T_2010,T_2010,20,10,PL842,PL,8,4,2,siemiatycki,powiat,podlaskie,województwo,wschodni,makroregion,podlaskie,region,łomżyński,podregion
230,T_2013,T_2013,20,13,PL842,PL,8,4,2,wysokomazowiecki,powiat,podlaskie,województwo,wschodni,makroregion,podlaskie,region,łomżyński,podregion
231,T_2014,T_2014,20,14,PL842,PL,8,4,2,zambrowski,powiat,podlaskie,województwo,wschodni,makroregion,podlaskie,region,łomżyński,podregion
232,T_2062,T_2062,20,62,PL842,PL,8,4,2,Łomża,powiat m.,podlaskie,województwo,wschodni,makroregion,podlaskie,region,łomżyński,podregion
233,T_2201,T_2201,22,1,PL636,PL,6,3,6,bytowski,powiat,pomorskie,województwo,północny,makroregion,pomorskie,region,słupski,podregion
234,T_2208,T_2208,22,8,PL636,PL,6,3,6,lęborski,powiat,pomorskie,województwo,północny,makroregion,pomorskie,region,słupski,podregion
235,T_2212,T_2212,22,12,PL636,PL,6,3,6,słupski,powiat,pomorskie,województwo,północny,makroregion,pomorskie,region,słupski,podregion
236,T_2263,T_2263,22,63,PL636,PL,6,3,6,Słupsk,powiat m.,pomorskie,województwo,północny,makroregion,pomorskie,region,słupski,podregion
237,T_2202,T_2202,22,2,PL637,PL,6,3,7,chojnicki,powiat,pomorskie,województwo,północny,makroregion,pomorskie,region,chojnicki,podregion
238,T_2203,T_2203,22,3,PL637,PL,6,3,7,człuchowski,powiat,pomorskie,województwo,północny,makroregion,pomorskie,region,chojnicki,podregion
239,T_2206,T_2206,22,6,PL637,PL,6,3,7,kościerski,powiat,pomorskie,województwo,północny,makroregion,pomorskie,region,chojnicki,podregion
240,T_2204,T_2204,22,4,PL634,PL,6,3,4,gdański,powiat,pomorskie,województwo,północny,makroregion,pomorskie,region,gdański,podregion
241,T_2205,T_2205,22,5,PL634,PL,6,3,4,kartuski,powiat,pomorskie,województwo,północny,makroregion,pomorskie,region,gdański,podregion
242,T_2210,T_2210,22,10,PL634,PL,6,3,4,nowodworski,powiat,pomorskie,województwo,północny,makroregion,pomorskie,region,gdański,podregion
243,T_2211,T_2211,22,11,PL634,PL,6,3,4,pucki,powiat,pomorskie,województwo,północny,makroregion,pomorskie,region,gdański,podregion
244,T_2215,T_2215,22,15,PL634,PL,6,3,4,wejherowski,powiat,pomorskie,województwo,północny,makroregion,pomorskie,region,gdański,podregion
245,T_2207,T_2207,22,7,PL638,PL,6,3,8,kwidzyński,powiat,pomorskie,województwo,północny,makroregion,pomorskie,region,starogardzki,podregion
246,T_2209,T_2209,22,9,PL638,PL,6,3,8,malborski,powiat,pomorskie,województwo,północny,makroregion,pomorskie,region,starogardzki,podregion
247,T_2213,T_2213,22,13,PL638,PL,6,3,8,starogardzki,powiat,pomorskie,województwo,północny,makroregion,pomorskie,region,starogardzki,podregion
248,T_2214,T_2214,22,14,PL638,PL,6,3,8,tczewski,powiat,pomorskie,województwo,północny,makroregion,pomorskie,region,starogardzki,podregion
249,T_2216,T_2216,22,16,PL638,PL,6,3,8,sztumski,powiat,pomorskie,województwo,północny,makroregion,pomorskie,region,starogardzki,podregion
250,T_2261,T_2261,22,61,PL633,PL,6,3,3,Gdańsk,powiat m.,pomorskie,województwo,północny,makroregion,pomorskie,region,trójmiejski,podregion
251,T_2262,T_2262,22,62,PL633,PL,6,3,3,Gdynia,powiat m.,pomorskie,województwo,północny,makroregion,pomorskie,region,trójmiejski,podregion
252,T_2264,T_2264,22,64,PL633,PL,6,3,3,Sopot,powiat m.,pomorskie,województwo,północny,makroregion,pomorskie,region,trójmiejski,podregion
253,T_2401,T_2401,24,1,PL22B,PL,2,2,B,będziński,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,sosnowiecki,podregion
254,T_2416,T_2416,24,16,PL22B,PL,2,2,B,zawierciański,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,sosnowiecki,podregion
255,T_2465,T_2465,24,65,PL22B,PL,2,2,B,Dąbrowa Górnicza,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,sosnowiecki,podregion
256,T_2468,T_2468,24,68,PL22B,PL,2,2,B,Jaworzno,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,sosnowiecki,podregion
257,T_2475,T_2475,24,75,PL22B,PL,2,2,B,Sosnowiec,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,sosnowiecki,podregion
258,T_2402,T_2402,24,2,PL225,PL,2,2,5,bielski,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,bielski,podregion
259,T_2403,T_2403,24,3,PL225,PL,2,2,5,cieszyński,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,bielski,podregion
260,T_2417,T_2417,24,17,PL225,PL,2,2,5,żywiecki,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,bielski,podregion
261,T_2461,T_2461,24,61,PL225,PL,2,2,5,Bielsko-Biała,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,bielski,podregion
262,T_2404,T_2404,24,4,PL224,PL,2,2,4,częstochowski,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,częstochowski,podregion
263,T_2406,T_2406,24,6,PL224,PL,2,2,4,kłobucki,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,częstochowski,podregion
264,T_2409,T_2409,24,9,PL224,PL,2,2,4,myszkowski,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,częstochowski,podregion
265,T_2464,T_2464,24,64,PL224,PL,2,2,4,Częstochowa,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,częstochowski,podregion
266,T_2405,T_2405,24,5,PL229,PL,2,2,9,gliwicki,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,gliwicki,podregion
267,T_2466,T_2466,24,66,PL229,PL,2,2,9,Gliwice,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,gliwicki,podregion
268,T_2478,T_2478,24,78,PL229,PL,2,2,9,Zabrze,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,gliwicki,podregion
269,T_2407,T_2407,24,7,PL228,PL,2,2,8,lubliniecki,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,bytomski,podregion
270,T_2413,T_2413,24,13,PL228,PL,2,2,8,tarnogórski,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,bytomski,podregion
271,T_2462,T_2462,24,62,PL228,PL,2,2,8,Bytom,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,bytomski,podregion
272,T_2471,T_2471,24,71,PL228,PL,2,2,8,Piekary Śląskie,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,bytomski,podregion
273,T_2408,T_2408,24,8,PL22C,PL,2,2,C,mikołowski,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,tyski,podregion
274,T_2410,T_2410,24,10,PL22C,PL,2,2,C,pszczyński,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,tyski,podregion
275,T_2414,T_2414,24,14,PL22C,PL,2,2,C,bieruńsko-lędziński,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,tyski,podregion
276,T_2477,T_2477,24,77,PL22C,PL,2,2,C,Tychy,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,tyski,podregion
277,T_2411,T_2411,24,11,PL227,PL,2,2,7,raciborski,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,rybnicki,podregion
278,T_2412,T_2412,24,12,PL227,PL,2,2,7,rybnicki,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,rybnicki,podregion
279,T_2415,T_2415,24,15,PL227,PL,2,2,7,wodzisławski,powiat,śląskie,województwo,południowy,makroregion,śląskie,region,rybnicki,podregion
280,T_2467,T_2467,24,67,PL227,PL,2,2,7,Jastrzębie-Zdrój,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,rybnicki,podregion
281,T_2473,T_2473,24,73,PL227,PL,2,2,7,Rybnik,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,rybnicki,podregion
282,T_2479,T_2479,24,79,PL227,PL,2,2,7,Żory,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,rybnicki,podregion
283,T_2463,T_2463,24,63,PL22A,PL,2,2,A,Chorzów,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,katowicki,podregion
284,T_2469,T_2469,24,69,PL22A,PL,2,2,A,Katowice,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,katowicki,podregion
285,T_2470,T_2470,24,70,PL22A,PL,2,2,A,Mysłowice,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,katowicki,podregion
286,T_2472,T_2472,24,72,PL22A,PL,2,2,A,Ruda Śląska,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,katowicki,podregion
287,T_2474,T_2474,24,74,PL22A,PL,2,2,A,Siemianowice Śląskie,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,katowicki,podregion
288,T_2476,T_2476,24,76,PL22A,PL,2,2,A,Świętochłowice,powiat m.,śląskie,województwo,południowy,makroregion,śląskie,region,katowicki,podregion
289,T_2601,T_2601,26,1,PL722,PL,7,2,2,buski,powiat,świętokrzyskie,województwo,centralny,makroregion,świętokrzyskie,region,sandomiersko-jędrzejowski,podregion
290,T_2602,T_2602,26,2,PL722,PL,7,2,2,jędrzejowski,powiat,świętokrzyskie,województwo,centralny,makroregion,świętokrzyskie,region,sandomiersko-jędrzejowski,podregion
291,T_2603,T_2603,26,3,PL722,PL,7,2,2,kazimierski,powiat,świętokrzyskie,województwo,centralny,makroregion,świętokrzyskie,region,sandomiersko-jędrzejowski,podregion
292,T_2606,T_2606,26,6,PL722,PL,7,2,2,opatowski,powiat,świętokrzyskie,województwo,centralny,makroregion,świętokrzyskie,region,sandomiersko-jędrzejowski,podregion
293,T_2608,T_2608,26,8,PL722,PL,7,2,2,pińczowski,powiat,świętokrzyskie,województwo,centralny,makroregion,świętokrzyskie,region,sandomiersko-jędrzejowski,podregion
294,T_2609,T_2609,26,9,PL722,PL,7,2,2,sandomierski,powiat,świętokrzyskie,województwo,centralny,makroregion,świętokrzyskie,region,sandomiersko-jędrzejowski,podregion
295,T_2612,T_2612,26,12,PL722,PL,7,2,2,staszowski,powiat,świętokrzyskie,województwo,centralny,makroregion,świętokrzyskie,region,sandomiersko-jędrzejowski,podregion
296,T_2613,T_2613,26,13,PL722,PL,7,2,2,włoszczowski,powiat,świętokrzyskie,województwo,centralny,makroregion,świętokrzyskie,region,sandomiersko-jędrzejowski,podregion
297,T_2604,T_2604,26,4,PL721,PL,7,2,1,kielecki,powiat,świętokrzyskie,województwo,centralny,makroregion,świętokrzyskie,region,kielecki,podregion
298,T_2605,T_2605,26,5,PL721,PL,7,2,1,konecki,powiat,świętokrzyskie,województwo,centralny,makroregion,świętokrzyskie,region,kielecki,podregion
299,T_2607,T_2607,26,7,PL721,PL,7,2,1,ostrowiecki,powiat,świętokrzyskie,województwo,centralny,makroregion,świętokrzyskie,region,kielecki,podregion
300,T_2610,T_2610,26,10,PL721,PL,7,2,1,skarżyski,powiat,świętokrzyskie,województwo,centralny,makroregion,świętokrzyskie,region,kielecki,podregion
301,T_2611,T_2611,26,11,PL721,PL,7,2,1,starachowicki,powiat,świętokrzyskie,województwo,centralny,makroregion,świętokrzyskie,region,kielecki,podregion
302,T_2661,T_2661,26,61,PL721,PL,7,2,1,Kielce,powiat m.,świętokrzyskie,województwo,centralny,makroregion,świętokrzyskie,region,kielecki,podregion
303,T_2801,T_2801,28,1,PL622,PL,6,2,2,bartoszycki,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,olsztyński,podregion
304,T_2808,T_2808,28,8,PL622,PL,6,2,2,kętrzyński,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,olsztyński,podregion
305,T_2809,T_2809,28,9,PL622,PL,6,2,2,lidzbarski,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,olsztyński,podregion
306,T_2810,T_2810,28,10,PL622,PL,6,2,2,mrągowski,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,olsztyński,podregion
307,T_2811,T_2811,28,11,PL622,PL,6,2,2,nidzicki,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,olsztyński,podregion
308,T_2814,T_2814,28,14,PL622,PL,6,2,2,olsztyński,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,olsztyński,podregion
309,T_2817,T_2817,28,17,PL622,PL,6,2,2,szczycieński,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,olsztyński,podregion
310,T_2862,T_2862,28,62,PL622,PL,6,2,2,Olsztyn,powiat m.,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,olsztyński,podregion
311,T_2802,T_2802,28,2,PL621,PL,6,2,1,braniewski,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,elbląski,podregion
312,T_2803,T_2803,28,3,PL621,PL,6,2,1,działdowski,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,elbląski,podregion
313,T_2804,T_2804,28,4,PL621,PL,6,2,1,elbląski,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,elbląski,podregion
314,T_2807,T_2807,28,7,PL621,PL,6,2,1,iławski,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,elbląski,podregion
315,T_2812,T_2812,28,12,PL621,PL,6,2,1,nowomiejski,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,elbląski,podregion
316,T_2815,T_2815,28,15,PL621,PL,6,2,1,ostródzki,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,elbląski,podregion
317,T_2861,T_2861,28,61,PL621,PL,6,2,1,Elbląg,powiat m.,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,elbląski,podregion
318,T_2805,T_2805,28,5,PL623,PL,6,2,3,ełcki,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,ełcki,podregion
319,T_2806,T_2806,28,6,PL623,PL,6,2,3,giżycki,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,ełcki,podregion
320,T_2813,T_2813,28,13,PL623,PL,6,2,3,olecki,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,ełcki,podregion
321,T_2816,T_2816,28,16,PL623,PL,6,2,3,piski,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,ełcki,podregion
322,T_2818,T_2818,28,18,PL623,PL,6,2,3,gołdapski,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,ełcki,podregion
323,T_2819,T_2819,28,19,PL623,PL,6,2,3,węgorzewski,powiat,warmińsko-mazurskie,województwo,północny,makroregion,warmińsko-mazurskie,region,ełcki,podregion
324,T_3001,T_3001,30,1,PL411,PL,4,1,1,chodzieski,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,pilski,podregion
325,T_3002,T_3002,30,2,PL411,PL,4,1,1,czarnkowsko-trzcianecki,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,pilski,podregion
326,T_3019,T_3019,30,19,PL411,PL,4,1,1,pilski,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,pilski,podregion
327,T_3028,T_3028,30,28,PL411,PL,4,1,1,wągrowiecki,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,pilski,podregion
328,T_3031,T_3031,30,31,PL411,PL,4,1,1,złotowski,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,pilski,podregion
329,T_3003,T_3003,30,3,PL414,PL,4,1,4,gnieźnieński,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,koniński,podregion
330,T_3009,T_3009,30,9,PL414,PL,4,1,4,kolski,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,koniński,podregion
331,T_3010,T_3010,30,10,PL414,PL,4,1,4,koniński,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,koniński,podregion
332,T_3023,T_3023,30,23,PL414,PL,4,1,4,słupecki,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,koniński,podregion
333,T_3027,T_3027,30,27,PL414,PL,4,1,4,turecki,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,koniński,podregion
334,T_3030,T_3030,30,30,PL414,PL,4,1,4,wrzesiński,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,koniński,podregion
335,T_3062,T_3062,30,62,PL414,PL,4,1,4,Konin,powiat m.,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,koniński,podregion
336,T_3004,T_3004,30,4,PL417,PL,4,1,7,gostyński,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,leszczyński,podregion
337,T_3005,T_3005,30,5,PL417,PL,4,1,7,grodziski,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,leszczyński,podregion
338,T_3011,T_3011,30,11,PL417,PL,4,1,7,kościański,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,leszczyński,podregion
339,T_3013,T_3013,30,13,PL417,PL,4,1,7,leszczyński,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,leszczyński,podregion
340,T_3014,T_3014,30,14,PL417,PL,4,1,7,międzychodzki,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,leszczyński,podregion
341,T_3015,T_3015,30,15,PL417,PL,4,1,7,nowotomyski,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,leszczyński,podregion
342,T_3022,T_3022,30,22,PL417,PL,4,1,7,rawicki,powiat,wielkopolskie,województwo,północno-zachodni,makroregion,wielkopolskie,region,leszczyński,podregion
