year,region_code,region_name,civil_marriage_share
2000,T_0462,Powiat m. Grudziądz,0.3856
2000,T_0401,Powiat aleksandrowski,0.3051948051948052
2000,T_0408,Powiat lipnowski,0.2607655502392344
2000,T_0411,Powiat radziejowski,0.24782608695652175
2000,T_0418,Powiat włocławski,0.22698072805139186
2000,T_0464,Powiat m. Włocławek,0.3807531380753138
2000,T_0407,Powiat inowrocławski,0.2786885245901639
2000,T_0409,Powiat mogileński,0.27340823970037453
2000,T_0410,Powiat nakielski,0.2309322033898305
2000,T_0419,Powiat żniński,0.29782082324455206
2000,T_0413,Powiat sępoleński,0.19047619047619047
2000,T_0414,Powiat świecki,0.30612244897959184
2000,T_0416,Powiat tucholski,0.21804511278195488
2000,T_2204,Powiat gdański,0.30969267139479906
2000,T_2205,Powiat kartuski,0.13839285714285715
2000,T_2210,Powiat nowodworski,0.3036649214659686
2000,T_2211,Powiat pucki,0.23284313725490197
2000,T_2215,Powiat wejherowski,0.20579110651499483
2000,T_2201,Powiat bytowski,0.21967963386727687
2000,T_2208,Powiat lęborski,0.3691460055096419
2000,T_2212,Powiat słupski,0.3109090909090909
2000,T_2263,Powiat m. Słupsk,0.4046692607003891
2000,T_2207,Powiat kwidzyński,0.35271317829457366
2000,T_2209,Powiat malborski,0.31784107946026985
2000,T_2213,Powiat starogardzki,0.1762114537444934
2000,T_2214,Powiat tczewski,0.22321428571428573
2000,T_2261,Powiat m. Gdańsk,0.36823935558112775
2000,T_2262,Powiat m. Gdynia,0.37209302325581395
2000,T_2264,Powiat m. Sopot,0.46766169154228854
2000,T_2202,Powiat chojnicki,0.18165784832451498
2000,T_2203,Powiat człuchowski,0.3622291021671827
2000,T_2206,Powiat kościerski,0.15632754342431762
2000,T_2802,Powiat braniewski,0.273972602739726
2000,T_2803,Powiat działdowski,0.164079822616408
2000,T_2804,Powiat elbląski,0.30272108843537415
2000,T_2807,Powiat iławski,0.288135593220339
2000,T_2812,Powiat nowomiejski,0.16083916083916083
2000,T_2815,Powiat ostródzki,0.28177641653905056
