,election_date,election_type,harmonised_code,harmonised_name,pc1
109,2000_10_08,president_a,T_1020,zgierski,0.033763673371079495
110,2000_10_08,president_a,T_1061,Łódź,0.047812628435964455
111,2000_10_08,president_a,T_1062,Piotrków Trybunalski,0.02008362772793454
112,2000_10_08,president_a,T_1063,Skierniewice,0.08908206043924394
113,2000_10_08,president_a,T_1201,bocheński,-0.18656508910777075
114,2000_10_08,president_a,T_1202,brzeski,-0.22036034708210006
115,2000_10_08,president_a,T_1203,chrzanowski,0.10746635000451704
116,2000_10_08,president_a,T_1204,dąbrowski,-0.20071381621452034
117,2000_10_08,president_a,T_1205,gorlicki,-0.11913686073533081
118,2000_10_08,president_a,T_1206,krakowski,-0.13860408489924242
119,2000_10_08,president_a,T_1207,limanowski,-0.29950196253194106
120,2000_10_08,president_a,T_1208,miechowski,0.03891588491224818
121,2000_10_08,president_a,T_1209,myślenicki,-0.2767203813255484
122,2000_10_08,president_a,T_1210,nowosądecki,-0.2736245346988053
123,2000_10_08,president_a,T_1211,nowotarski,-0.3280383076360207
124,2000_10_08,president_a,T_1212,olkuski,0.10082635249535338
125,2000_10_08,president_a,T_1213,oświęcimski,0.014054721625045064
126,2000_10_08,president_a,T_1214,proszowicki,-0.08804646496760377
127,2000_10_08,president_a,T_1215,suski,-0.25607554555948703
128,2000_10_08,president_a,T_1216,tarnowski,-0.24192456779627244
129,2000_10_08,president_a,T_1217,tatrzański,-0.36773616340204823
130,2000_10_08,president_a,T_1218,wadowicki,-0.0992856320581309
131,2000_10_08,president_a,T_1219,wielicki,-0.16631212353964864
132,2000_10_08,president_a,T_1261,Kraków,-0.16030269796639082
133,2000_10_08,president_a,T_1262,Nowy Sącz,-0.13827109734537515
134,2000_10_08,president_a,T_1263,Tarnów,-0.09685192374067031
135,2000_10_08,president_a,T_1401,białobrzeski,-0.1966913129697742
136,2000_10_08,president_a,T_1402,ciechanowski,0.07094512969092898
137,2000_10_08,president_a,T_1403,garwoliński,-0.18866351432750103
138,2000_10_08,president_a,T_1404,gostyniński,0.001158433664822267
139,2000_10_08,president_a,T_1405,grodziski,-0.05027986154929043
140,2000_10_08,president_a,T_1406,grójecki,-0.11225726096137867
141,2000_10_08,president_a,T_1407,kozienicki,-0.07153962210179016
142,2000_10_08,president_a,T_1408,legionowski,-0.05499796630588816
143,2000_10_08,president_a,T_1409,lipski,-0.0694876468080125
144,2000_10_08,president_a,T_1410,łosicki,-0.18219825739940787
145,2000_10_08,president_a,T_1411,makowski,-0.11858098092136315
146,2000_10_08,president_a,T_1412,miński,-0.11162728564788355
147,2000_10_08,president_a,T_1413,mławski,0.058142598450684146
148,2000_10_08,president_a,T_1414,nowodworski,0.0304285768980318
